timestamp,VD23_count,WD21_count,WD22_count,D25_count,WEST_straight,WEST_left,WEST_right_derived,WEST_total_reconstructed,vd23_minus_wd21,date,time
2025-09-11 21:00:00+00:00,5,5,1,12,5,1,0,6,0,2025-09-11,21:00
2025-09-11 21:15:00+00:00,11,10,4,17,10,4,1,15,1,2025-09-11,21:15
2025-09-11 21:30:00+00:00,3,2,0,6,2,0,1,3,1,2025-09-11,21:30
2025-09-11 21:45:00+00:00,6,6,0,12,6,0,0,6,0,2025-09-11,21:45
2025-09-11 22:00:00+00:00,4,3,0,8,3,0,1,4,1,2025-09-11,22:00
2025-09-11 22:15:00+00:00,2,2,1,6,2,1,0,3,0,2025-09-11,22:15
2025-09-11 22:30:00+00:00,1,1,1,3,1,1,0,2,0,2025-09-11,22:30
2025-09-11 22:45:00+00:00,2,1,0,7,1,0,1,2,1,2025-09-11,22:45
2025-09-11 23:00:00+00:00,2,2,0,2,2,0,0,2,0,2025-09-11,23:00
2025-09-11 23:15:00+00:00,3,4,1,3,4,1,0,5,-1,2025-09-11,23:15
2025-09-11 23:30:00+00:00,1,1,0,2,1,0,0,1,0,2025-09-11,23:30
2025-09-11 23:45:00+00:00,1,1,1,7,1,1,0,2,0,2025-09-11,23:45
2025-09-12 00:00:00+00:00,1,1,0,1,1,0,0,1,0,2025-09-12,00:00
2025-09-12 00:15:00+00:00,1,1,1,2,1,1,0,2,0,2025-09-12,00:15
2025-09-12 00:30:00+00:00,1,0,0,2,0,0,1,1,1,2025-09-12,00:30
2025-09-12 00:45:00+00:00,1,3,1,4,3,1,0,4,-2,2025-09-12,00:45
2025-09-12 01:00:00+00:00,2,1,0,4,1,0,1,2,1,2025-09-12,01:00
2025-09-12 01:15:00+00:00,1,1,0,3,1,0,0,1,0,2025-09-12,01:15
2025-09-12 01:30:00+00:00,1,1,0,2,1,0,0,1,0,2025-09-12,01:30
2025-09-12 01:45:00+00:00,2,2,0,5,2,0,0,2,0,2025-09-12,01:45
2025-09-12 02:00:00+00:00,0,0,0,2,0,0,0,0,0,2025-09-12,02:00
2025-09-12 02:15:00+00:00,9,5,0,16,5,0,4,9,4,2025-09-12,02:15
2025-09-12 02:30:00+00:00,6,4,1,12,4,1,2,7,2,2025-09-12,02:30
2025-09-12 02:45:00+00:00,12,11,3,19,11,3,1,15,1,2025-09-12,02:45
2025-09-12 03:00:00+00:00,7,7,0,18,7,0,0,7,0,2025-09-12,03:00
2025-09-12 03:15:00+00:00,16,15,1,50,15,1,1,17,1,2025-09-12,03:15
2025-09-12 03:30:00+00:00,20,25,4,52,25,4,0,29,-5,2025-09-12,03:30
2025-09-12 03:45:00+00:00,34,37,2,89,37,2,0,39,-3,2025-09-12,03:45
2025-09-12 04:00:00+00:00,29,27,5,58,27,5,2,34,2,2025-09-12,04:00
2025-09-12 04:15:00+00:00,29,30,3,94,30,3,0,33,-1,2025-09-12,04:15
2025-09-12 04:30:00+00:00,45,59,7,123,59,7,0,66,-14,2025-09-12,04:30
2025-09-12 04:45:00+00:00,80,83,10,149,83,10,0,93,-3,2025-09-12,04:45
2025-09-12 05:00:00+00:00,48,63,12,136,63,12,0,75,-15,2025-09-12,05:00
2025-09-12 05:15:00+00:00,52,69,7,163,69,7,0,76,-17,2025-09-12,05:15
2025-09-12 05:30:00+00:00,56,71,8,162,71,8,0,79,-15,2025-09-12,05:30
2025-09-12 05:45:00+00:00,51,66,8,155,66,8,0,74,-15,2025-09-12,05:45
2025-09-12 06:00:00+00:00,37,43,9,156,43,9,0,52,-6,2025-09-12,06:00
2025-09-12 06:15:00+00:00,58,72,12,152,72,12,0,84,-14,2025-09-12,06:15
2025-09-12 06:30:00+00:00,44,52,5,136,52,5,0,57,-8,2025-09-12,06:30
2025-09-12 06:45:00+00:00,63,66,13,158,66,13,0,79,-3,2025-09-12,06:45
2025-09-12 07:00:00+00:00,63,66,13,152,66,13,0,79,-3,2025-09-12,07:00
2025-09-12 07:15:00+00:00,48,69,8,135,69,8,0,77,-21,2025-09-12,07:15
2025-09-12 07:30:00+00:00,55,63,10,133,63,10,0,73,-8,2025-09-12,07:30
2025-09-12 07:45:00+00:00,80,67,11,127,67,11,13,91,13,2025-09-12,07:45
2025-09-12 08:00:00+00:00,58,67,7,151,67,7,0,74,-9,2025-09-12,08:00
2025-09-12 08:15:00+00:00,44,64,9,130,64,9,0,73,-20,2025-09-12,08:15
2025-09-12 08:30:00+00:00,47,69,6,149,69,6,0,75,-22,2025-09-12,08:30
2025-09-12 08:45:00+00:00,43,63,11,127,63,11,0,74,-20,2025-09-12,08:45
2025-09-12 09:00:00+00:00,49,63,8,92,63,8,0,71,-14,2025-09-12,09:00
2025-09-12 09:15:00+00:00,51,76,8,161,76,8,0,84,-25,2025-09-12,09:15
2025-09-12 09:30:00+00:00,47,56,5,148,56,5,0,61,-9,2025-09-12,09:30
2025-09-12 09:45:00+00:00,45,52,7,133,52,7,0,59,-7,2025-09-12,09:45
2025-09-12 10:00:00+00:00,52,61,11,137,61,11,0,72,-9,2025-09-12,10:00
2025-09-12 10:15:00+00:00,47,65,8,134,65,8,0,73,-18,2025-09-12,10:15
2025-09-12 10:30:00+00:00,34,66,9,150,66,9,0,75,-32,2025-09-12,10:30
2025-09-12 10:45:00+00:00,14,10,8,129,10,8,4,22,4,2025-09-12,10:45
2025-09-12 11:00:00+00:00,12,34,11,138,34,11,0,45,-22,2025-09-12,11:00
2025-09-12 11:15:00+00:00,32,45,7,134,45,7,0,52,-13,2025-09-12,11:15
2025-09-12 11:30:00+00:00,25,60,9,138,60,9,0,69,-35,2025-09-12,11:30
2025-09-12 11:45:00+00:00,35,64,13,123,64,13,0,77,-29,2025-09-12,11:45
2025-09-12 12:00:00+00:00,32,52,14,144,52,14,0,66,-20,2025-09-12,12:00
2025-09-12 12:15:00+00:00,37,68,9,145,68,9,0,77,-31,2025-09-12,12:15
2025-09-12 12:30:00+00:00,34,66,15,149,66,15,0,81,-32,2025-09-12,12:30
2025-09-12 12:45:00+00:00,21,61,9,139,61,9,0,70,-40,2025-09-12,12:45
2025-09-12 13:00:00+00:00,27,57,9,142,57,9,0,66,-30,2025-09-12,13:00
2025-09-12 13:15:00+00:00,39,19,5,144,19,5,20,44,20,2025-09-12,13:15
2025-09-12 13:30:00+00:00,29,51,6,132,51,6,0,57,-22,2025-09-12,13:30
2025-09-12 13:45:00+00:00,41,56,6,143,56,6,0,62,-15,2025-09-12,13:45
2025-09-12 14:00:00+00:00,39,69,11,153,69,11,0,80,-30,2025-09-12,14:00
2025-09-12 14:15:00+00:00,42,65,5,155,65,5,0,70,-23,2025-09-12,14:15
2025-09-12 14:30:00+00:00,30,55,9,139,55,9,0,64,-25,2025-09-12,14:30
2025-09-12 14:45:00+00:00,52,73,7,147,73,7,0,80,-21,2025-09-12,14:45
2025-09-12 15:00:00+00:00,45,67,10,133,67,10,0,77,-22,2025-09-12,15:00
2025-09-12 15:15:00+00:00,15,49,12,143,49,12,0,61,-34,2025-09-12,15:15
2025-09-12 15:30:00+00:00,45,81,10,153,81,10,0,91,-36,2025-09-12,15:30
2025-09-12 15:45:00+00:00,48,48,10,132,48,10,0,58,0,2025-09-12,15:45
2025-09-12 16:00:00+00:00,52,54,10,144,54,10,0,64,-2,2025-09-12,16:00
2025-09-12 16:15:00+00:00,54,61,9,126,61,9,0,70,-7,2025-09-12,16:15
2025-09-12 16:30:00+00:00,52,63,5,143,63,5,0,68,-11,2025-09-12,16:30
2025-09-12 16:45:00+00:00,45,58,11,141,58,11,0,69,-13,2025-09-12,16:45
2025-09-12 17:00:00+00:00,39,45,6,107,45,6,0,51,-6,2025-09-12,17:00
2025-09-12 17:15:00+00:00,54,55,12,120,55,12,0,67,-1,2025-09-12,17:15
2025-09-12 17:30:00+00:00,39,44,1,103,44,1,0,45,-5,2025-09-12,17:30
2025-09-12 17:45:00+00:00,51,56,11,92,56,11,0,67,-5,2025-09-12,17:45
2025-09-12 18:00:00+00:00,30,28,4,78,28,4,2,34,2,2025-09-12,18:00
2025-09-12 18:15:00+00:00,33,38,7,84,38,7,0,45,-5,2025-09-12,18:15
2025-09-12 18:30:00+00:00,41,45,4,84,45,4,0,49,-4,2025-09-12,18:30
2025-09-12 18:45:00+00:00,36,41,9,81,41,9,0,50,-5,2025-09-12,18:45
2025-09-12 19:00:00+00:00,28,24,7,63,24,7,4,35,4,2025-09-12,19:00
2025-09-12 19:15:00+00:00,29,32,6,56,32,6,0,38,-3,2025-09-12,19:15
2025-09-12 19:30:00+00:00,32,29,6,57,29,6,3,38,3,2025-09-12,19:30
2025-09-12 19:45:00+00:00,23,22,6,55,22,6,1,29,1,2025-09-12,19:45
2025-09-12 20:00:00+00:00,27,25,3,55,25,3,2,30,2,2025-09-12,20:00
2025-09-12 20:15:00+00:00,28,26,6,49,26,6,2,34,2,2025-09-12,20:15
2025-09-12 20:30:00+00:00,19,19,4,40,19,4,0,23,0,2025-09-12,20:30
2025-09-12 20:45:00+00:00,18,20,3,38,20,3,0,23,-2,2025-09-12,20:45
2025-09-12 21:00:00+00:00,20,17,3,37,17,3,3,23,3,2025-09-12,21:00
2025-09-12 21:15:00+00:00,18,14,4,35,14,4,4,22,4,2025-09-12,21:15
2025-09-12 21:30:00+00:00,11,11,4,26,11,4,0,15,0,2025-09-12,21:30
2025-09-12 21:45:00+00:00,15,13,2,27,13,2,2,17,2,2025-09-12,21:45
2025-09-12 22:00:00+00:00,7,4,1,20,4,1,3,8,3,2025-09-12,22:00
2025-09-12 22:15:00+00:00,13,9,2,25,9,2,4,15,4,2025-09-12,22:15
2025-09-12 22:30:00+00:00,6,5,4,11,5,4,1,10,1,2025-09-12,22:30
2025-09-12 22:45:00+00:00,5,4,3,15,4,3,1,8,1,2025-09-12,22:45
2025-09-12 23:00:00+00:00,5,6,3,11,6,3,0,9,-1,2025-09-12,23:00
2025-09-12 23:15:00+00:00,10,10,0,15,10,0,0,10,0,2025-09-12,23:15
2025-09-12 23:30:00+00:00,7,6,3,7,6,3,1,10,1,2025-09-12,23:30
2025-09-12 23:45:00+00:00,5,5,1,9,5,1,0,6,0,2025-09-12,23:45
2025-09-13 00:00:00+00:00,1,1,2,4,1,2,0,3,0,2025-09-13,00:00
2025-09-13 00:15:00+00:00,2,1,1,4,1,1,1,3,1,2025-09-13,00:15
2025-09-13 00:30:00+00:00,2,2,2,4,2,2,0,4,0,2025-09-13,00:30
2025-09-13 00:45:00+00:00,2,1,3,3,1,3,1,5,1,2025-09-13,00:45
2025-09-13 01:00:00+00:00,2,2,2,6,2,2,0,4,0,2025-09-13,01:00
2025-09-13 01:15:00+00:00,3,3,1,8,3,1,0,4,0,2025-09-13,01:15
2025-09-13 01:30:00+00:00,0,0,1,3,0,1,0,1,0,2025-09-13,01:30
2025-09-13 01:45:00+00:00,3,2,0,7,2,0,1,3,1,2025-09-13,01:45
2025-09-13 02:00:00+00:00,1,1,2,2,1,2,0,3,0,2025-09-13,02:00
2025-09-13 02:15:00+00:00,2,1,0,4,1,0,1,2,1,2025-09-13,02:15
2025-09-13 02:30:00+00:00,5,1,2,8,1,2,4,7,4,2025-09-13,02:30
2025-09-13 02:45:00+00:00,5,3,0,6,3,0,2,5,2,2025-09-13,02:45
2025-09-13 03:00:00+00:00,9,6,0,18,6,0,3,9,3,2025-09-13,03:00
2025-09-13 03:15:00+00:00,4,4,0,13,4,0,0,4,0,2025-09-13,03:15
2025-09-13 03:30:00+00:00,12,11,1,26,11,1,1,13,1,2025-09-13,03:30
2025-09-13 03:45:00+00:00,5,4,2,15,4,2,1,7,1,2025-09-13,03:45
2025-09-13 04:00:00+00:00,7,7,1,22,7,1,0,8,0,2025-09-13,04:00
2025-09-13 04:15:00+00:00,7,7,0,21,7,0,0,7,0,2025-09-13,04:15
2025-09-13 04:30:00+00:00,9,7,1,30,7,1,2,10,2,2025-09-13,04:30
2025-09-13 04:45:00+00:00,24,23,4,39,23,4,1,28,1,2025-09-13,04:45
2025-09-13 05:00:00+00:00,21,23,3,39,23,3,0,26,-2,2025-09-13,05:00
2025-09-13 05:15:00+00:00,19,15,3,49,15,3,4,22,4,2025-09-13,05:15
2025-09-13 05:30:00+00:00,25,20,3,55,20,3,5,28,5,2025-09-13,05:30
2025-09-13 05:45:00+00:00,32,25,3,69,25,3,7,35,7,2025-09-13,05:45
2025-09-13 06:00:00+00:00,27,22,4,56,22,4,5,31,5,2025-09-13,06:00
2025-09-13 06:15:00+00:00,35,28,6,81,28,6,7,41,7,2025-09-13,06:15
2025-09-13 06:30:00+00:00,25,25,7,68,25,7,0,32,0,2025-09-13,06:30
2025-09-13 06:45:00+00:00,56,56,6,110,56,6,0,62,0,2025-09-13,06:45
2025-09-13 07:00:00+00:00,50,48,5,107,48,5,2,55,2,2025-09-13,07:00
2025-09-13 07:15:00+00:00,59,60,9,126,60,9,0,69,-1,2025-09-13,07:15
2025-09-13 07:30:00+00:00,57,53,13,122,53,13,4,70,4,2025-09-13,07:30
2025-09-13 07:45:00+00:00,55,63,11,140,63,11,0,74,-8,2025-09-13,07:45
2025-09-13 08:00:00+00:00,43,50,9,125,50,9,0,59,-7,2025-09-13,08:00
2025-09-13 08:15:00+00:00,61,73,11,138,73,11,0,84,-12,2025-09-13,08:15
2025-09-13 08:30:00+00:00,50,77,7,143,77,7,0,84,-27,2025-09-13,08:30
2025-09-13 08:45:00+00:00,71,78,7,136,78,7,0,85,-7,2025-09-13,08:45
2025-09-13 09:00:00+00:00,43,56,10,134,56,10,0,66,-13,2025-09-13,09:00
2025-09-13 09:15:00+00:00,60,74,10,148,74,10,0,84,-14,2025-09-13,09:15
2025-09-13 09:30:00+00:00,53,61,6,125,61,6,0,67,-8,2025-09-13,09:30
2025-09-13 09:45:00+00:00,56,76,16,164,76,16,0,92,-20,2025-09-13,09:45
2025-09-13 10:00:00+00:00,58,74,8,150,74,8,0,82,-16,2025-09-13,10:00
2025-09-13 10:15:00+00:00,50,48,7,129,48,7,2,57,2,2025-09-13,10:15
2025-09-13 10:30:00+00:00,52,68,7,132,68,7,0,75,-16,2025-09-13,10:30
2025-09-13 10:45:00+00:00,43,60,8,144,60,8,0,68,-17,2025-09-13,10:45
2025-09-13 11:00:00+00:00,55,51,8,151,51,8,4,63,4,2025-09-13,11:00
2025-09-13 11:15:00+00:00,52,63,8,133,63,8,0,71,-11,2025-09-13,11:15
2025-09-13 11:30:00+00:00,46,39,10,136,39,10,7,56,7,2025-09-13,11:30
2025-09-13 11:45:00+00:00,59,71,5,146,71,5,0,76,-12,2025-09-13,11:45
2025-09-13 12:00:00+00:00,53,74,8,155,74,8,0,82,-21,2025-09-13,12:00
2025-09-13 12:15:00+00:00,47,60,9,123,60,9,0,69,-13,2025-09-13,12:15
2025-09-13 12:30:00+00:00,44,72,7,155,72,7,0,79,-28,2025-09-13,12:30
2025-09-13 12:45:00+00:00,40,65,6,135,65,6,0,71,-25,2025-09-13,12:45
2025-09-13 13:00:00+00:00,51,69,8,155,69,8,0,77,-18,2025-09-13,13:00
2025-09-13 13:15:00+00:00,59,65,5,153,65,5,0,70,-6,2025-09-13,13:15
2025-09-13 13:30:00+00:00,47,30,9,138,30,9,17,56,17,2025-09-13,13:30
2025-09-13 13:45:00+00:00,56,63,8,140,63,8,0,71,-7,2025-09-13,13:45
2025-09-13 14:00:00+00:00,42,49,11,119,49,11,0,60,-7,2025-09-13,14:00
2025-09-13 14:15:00+00:00,41,49,7,114,49,7,0,56,-8,2025-09-13,14:15
2025-09-13 14:30:00+00:00,36,58,9,126,58,9,0,67,-22,2025-09-13,14:30
2025-09-13 14:45:00+00:00,41,46,10,123,46,10,0,56,-5,2025-09-13,14:45
2025-09-13 15:00:00+00:00,53,60,8,132,60,8,0,68,-7,2025-09-13,15:00
2025-09-13 15:15:00+00:00,45,54,7,136,54,7,0,61,-9,2025-09-13,15:15
2025-09-13 15:30:00+00:00,49,49,5,123,49,5,0,54,0,2025-09-13,15:30
2025-09-13 15:45:00+00:00,74,72,16,145,72,16,2,90,2,2025-09-13,15:45
2025-09-13 16:00:00+00:00,45,54,8,113,54,8,0,62,-9,2025-09-13,16:00
2025-09-13 16:15:00+00:00,59,68,4,151,68,4,0,72,-9,2025-09-13,16:15
2025-09-13 16:30:00+00:00,43,43,5,96,43,5,0,48,0,2025-09-13,16:30
2025-09-13 16:45:00+00:00,53,61,10,133,61,10,0,71,-8,2025-09-13,16:45
2025-09-13 17:00:00+00:00,49,46,9,107,46,9,3,58,3,2025-09-13,17:00
2025-09-13 17:15:00+00:00,37,43,6,97,43,6,0,49,-6,2025-09-13,17:15
2025-09-13 17:30:00+00:00,32,41,7,98,41,7,0,48,-9,2025-09-13,17:30
2025-09-13 17:45:00+00:00,40,39,5,92,39,5,1,45,1,2025-09-13,17:45
2025-09-13 18:00:00+00:00,30,32,9,84,32,9,0,41,-2,2025-09-13,18:00
2025-09-13 18:15:00+00:00,25,32,5,76,32,5,0,37,-7,2025-09-13,18:15
2025-09-13 18:30:00+00:00,35,37,7,80,37,7,0,44,-2,2025-09-13,18:30
2025-09-13 18:45:00+00:00,32,27,9,57,27,9,5,41,5,2025-09-13,18:45
2025-09-13 19:00:00+00:00,21,18,7,45,18,7,3,28,3,2025-09-13,19:00
2025-09-13 19:15:00+00:00,16,25,4,51,25,4,0,29,-9,2025-09-13,19:15
2025-09-13 19:30:00+00:00,27,24,5,56,24,5,3,32,3,2025-09-13,19:30
2025-09-13 19:45:00+00:00,28,27,6,45,27,6,1,34,1,2025-09-13,19:45
2025-09-13 20:00:00+00:00,23,22,3,58,22,3,1,26,1,2025-09-13,20:00
2025-09-13 20:15:00+00:00,16,13,4,46,13,4,3,20,3,2025-09-13,20:15
2025-09-13 20:30:00+00:00,15,16,2,30,16,2,0,18,-1,2025-09-13,20:30
2025-09-13 20:45:00+00:00,14,12,5,48,12,5,2,19,2,2025-09-13,20:45
2025-09-13 21:00:00+00:00,18,14,3,34,14,3,4,21,4,2025-09-13,21:00
2025-09-13 21:15:00+00:00,19,14,3,40,14,3,5,22,5,2025-09-13,21:15
2025-09-13 21:30:00+00:00,18,13,1,32,13,1,5,19,5,2025-09-13,21:30
2025-09-13 21:45:00+00:00,13,12,5,30,12,5,1,18,1,2025-09-13,21:45
2025-09-13 22:00:00+00:00,11,11,5,30,11,5,0,16,0,2025-09-13,22:00
2025-09-13 22:15:00+00:00,10,6,1,19,6,1,4,11,4,2025-09-13,22:15
2025-09-13 22:30:00+00:00,11,9,0,23,9,0,2,11,2,2025-09-13,22:30
2025-09-13 22:45:00+00:00,14,7,2,20,7,2,7,16,7,2025-09-13,22:45
2025-09-13 23:00:00+00:00,10,11,1,20,11,1,0,12,-1,2025-09-13,23:00
2025-09-13 23:15:00+00:00,8,6,2,16,6,2,2,10,2,2025-09-13,23:15
2025-09-13 23:30:00+00:00,7,6,2,19,6,2,1,9,1,2025-09-13,23:30
2025-09-13 23:45:00+00:00,4,3,1,10,3,1,1,5,1,2025-09-13,23:45
2025-09-14 00:00:00+00:00,3,3,2,13,3,2,0,5,0,2025-09-14,00:00
2025-09-14 00:15:00+00:00,9,7,1,20,7,1,2,10,2,2025-09-14,00:15
2025-09-14 00:30:00+00:00,4,2,3,8,2,3,2,7,2,2025-09-14,00:30
2025-09-14 00:45:00+00:00,2,2,1,6,2,1,0,3,0,2025-09-14,00:45
2025-09-14 01:00:00+00:00,4,3,2,5,3,2,1,6,1,2025-09-14,01:00
2025-09-14 01:15:00+00:00,4,5,2,10,5,2,0,7,-1,2025-09-14,01:15
2025-09-14 01:30:00+00:00,2,2,1,5,2,1,0,3,0,2025-09-14,01:30
2025-09-14 01:45:00+00:00,5,5,0,8,5,0,0,5,0,2025-09-14,01:45
2025-09-14 02:00:00+00:00,2,1,0,6,1,0,1,2,1,2025-09-14,02:00
2025-09-14 02:15:00+00:00,2,1,0,4,1,0,1,2,1,2025-09-14,02:15
2025-09-14 02:30:00+00:00,3,2,1,2,2,1,1,4,1,2025-09-14,02:30
2025-09-14 02:45:00+00:00,4,3,0,5,3,0,1,4,1,2025-09-14,02:45
2025-09-14 03:00:00+00:00,2,2,0,4,2,0,0,2,0,2025-09-14,03:00
2025-09-14 03:15:00+00:00,3,3,0,7,3,0,0,3,0,2025-09-14,03:15
2025-09-14 03:30:00+00:00,5,6,0,12,6,0,0,6,-1,2025-09-14,03:30
2025-09-14 03:45:00+00:00,3,6,1,12,6,1,0,7,-3,2025-09-14,03:45
2025-09-14 04:00:00+00:00,3,6,0,10,6,0,0,6,-3,2025-09-14,04:00
2025-09-14 04:15:00+00:00,9,10,0,16,10,0,0,10,-1,2025-09-14,04:15
2025-09-14 04:30:00+00:00,4,7,0,11,7,0,0,7,-3,2025-09-14,04:30
2025-09-14 04:45:00+00:00,7,10,1,12,10,1,0,11,-3,2025-09-14,04:45
2025-09-14 05:00:00+00:00,10,12,1,17,12,1,0,13,-2,2025-09-14,05:00
2025-09-14 05:15:00+00:00,11,8,0,15,8,0,3,11,3,2025-09-14,05:15
2025-09-14 05:30:00+00:00,6,6,0,14,6,0,0,6,0,2025-09-14,05:30
2025-09-14 05:45:00+00:00,14,11,0,30,11,0,3,14,3,2025-09-14,05:45
2025-09-14 06:00:00+00:00,10,10,0,24,10,0,0,10,0,2025-09-14,06:00
2025-09-14 06:15:00+00:00,14,9,0,23,9,0,5,14,5,2025-09-14,06:15
2025-09-14 06:30:00+00:00,20,15,0,40,15,0,5,20,5,2025-09-14,06:30
2025-09-14 06:45:00+00:00,29,22,4,66,22,4,7,33,7,2025-09-14,06:45
2025-09-14 07:00:00+00:00,22,25,1,44,25,1,0,26,-3,2025-09-14,07:00
2025-09-14 07:15:00+00:00,32,32,5,76,32,5,0,37,0,2025-09-14,07:15
2025-09-14 07:30:00+00:00,26,32,3,80,32,3,0,35,-6,2025-09-14,07:30
2025-09-14 07:45:00+00:00,40,37,5,96,37,5,3,45,3,2025-09-14,07:45
2025-09-14 08:00:00+00:00,47,51,5,100,51,5,0,56,-4,2025-09-14,08:00
2025-09-14 08:15:00+00:00,48,47,3,105,47,3,1,51,1,2025-09-14,08:15
2025-09-14 08:30:00+00:00,32,40,6,83,40,6,0,46,-8,2025-09-14,08:30
2025-09-14 08:45:00+00:00,45,41,5,97,41,5,4,50,4,2025-09-14,08:45
2025-09-14 09:00:00+00:00,41,37,5,88,37,5,4,46,4,2025-09-14,09:00
2025-09-14 09:15:00+00:00,41,41,7,95,41,7,0,48,0,2025-09-14,09:15
2025-09-14 09:30:00+00:00,43,45,5,102,45,5,0,50,-2,2025-09-14,09:30
2025-09-14 09:45:00+00:00,40,47,10,93,47,10,0,57,-7,2025-09-14,09:45
2025-09-14 10:00:00+00:00,34,40,5,101,40,5,0,45,-6,2025-09-14,10:00
2025-09-14 10:15:00+00:00,55,67,10,120,67,10,0,77,-12,2025-09-14,10:15
2025-09-14 10:30:00+00:00,35,32,8,90,32,8,3,43,3,2025-09-14,10:30
2025-09-14 10:45:00+00:00,43,42,7,120,42,7,1,50,1,2025-09-14,10:45
2025-09-14 11:00:00+00:00,45,33,11,102,33,11,12,56,12,2025-09-14,11:00
2025-09-14 11:15:00+00:00,35,32,4,105,32,4,3,39,3,2025-09-14,11:15
2025-09-14 11:30:00+00:00,61,63,7,121,63,7,0,70,-2,2025-09-14,11:30
2025-09-14 11:45:00+00:00,32,38,10,107,38,10,0,48,-6,2025-09-14,11:45
2025-09-14 12:00:00+00:00,45,55,6,113,55,6,0,61,-10,2025-09-14,12:00
2025-09-14 12:15:00+00:00,54,55,8,113,55,8,0,63,-1,2025-09-14,12:15
2025-09-14 12:30:00+00:00,40,47,7,120,47,7,0,54,-7,2025-09-14,12:30
2025-09-14 12:45:00+00:00,39,50,8,137,50,8,0,58,-11,2025-09-14,12:45
2025-09-14 13:00:00+00:00,42,45,5,104,45,5,0,50,-3,2025-09-14,13:00
2025-09-14 13:15:00+00:00,51,49,4,125,49,4,2,55,2,2025-09-14,13:15
2025-09-14 13:30:00+00:00,49,59,6,130,59,6,0,65,-10,2025-09-14,13:30
2025-09-14 13:45:00+00:00,50,66,6,129,66,6,0,72,-16,2025-09-14,13:45
2025-09-14 14:00:00+00:00,43,56,6,117,56,6,0,62,-13,2025-09-14,14:00
2025-09-14 14:15:00+00:00,48,54,16,115,54,16,0,70,-6,2025-09-14,14:15
2025-09-14 14:30:00+00:00,34,34,5,111,34,5,0,39,0,2025-09-14,14:30
2025-09-14 14:45:00+00:00,58,67,9,139,67,9,0,76,-9,2025-09-14,14:45
2025-09-14 15:00:00+00:00,53,59,9,126,59,9,0,68,-6,2025-09-14,15:00
2025-09-14 15:15:00+00:00,55,64,13,123,64,13,0,77,-9,2025-09-14,15:15
2025-09-14 15:30:00+00:00,43,41,7,126,41,7,2,50,2,2025-09-14,15:30
2025-09-14 15:45:00+00:00,53,63,6,145,63,6,0,69,-10,2025-09-14,15:45
2025-09-14 16:00:00+00:00,59,72,6,143,72,6,0,78,-13,2025-09-14,16:00
2025-09-14 16:15:00+00:00,38,53,7,122,53,7,0,60,-15,2025-09-14,16:15
2025-09-14 16:30:00+00:00,44,45,7,109,45,7,0,52,-1,2025-09-14,16:30
2025-09-14 16:45:00+00:00,47,52,7,110,52,7,0,59,-5,2025-09-14,16:45
2025-09-14 17:00:00+00:00,30,27,4,75,27,4,3,34,3,2025-09-14,17:00
2025-09-14 17:15:00+00:00,38,35,4,94,35,4,3,42,3,2025-09-14,17:15
2025-09-14 17:30:00+00:00,26,30,6,70,30,6,0,36,-4,2025-09-14,17:30
2025-09-14 17:45:00+00:00,35,44,8,88,44,8,0,52,-9,2025-09-14,17:45
2025-09-14 18:00:00+00:00,32,35,8,82,35,8,0,43,-3,2025-09-14,18:00
2025-09-14 18:15:00+00:00,32,36,7,82,36,7,0,43,-4,2025-09-14,18:15
2025-09-14 18:30:00+00:00,30,30,2,69,30,2,0,32,0,2025-09-14,18:30
2025-09-14 18:45:00+00:00,17,15,3,39,15,3,2,20,2,2025-09-14,18:45
2025-09-14 19:00:00+00:00,22,16,6,41,16,6,6,28,6,2025-09-14,19:00
2025-09-14 19:15:00+00:00,17,16,1,30,16,1,1,18,1,2025-09-14,19:15
2025-09-14 19:30:00+00:00,19,20,4,37,20,4,0,24,-1,2025-09-14,19:30
2025-09-14 19:45:00+00:00,13,10,3,29,10,3,3,16,3,2025-09-14,19:45
2025-09-14 20:00:00+00:00,12,10,2,37,10,2,2,14,2,2025-09-14,20:00
2025-09-14 20:15:00+00:00,11,10,3,26,10,3,1,14,1,2025-09-14,20:15
2025-09-14 20:30:00+00:00,16,12,2,25,12,2,4,18,4,2025-09-14,20:30
2025-09-14 20:45:00+00:00,4,3,0,15,3,0,1,4,1,2025-09-14,20:45
2025-09-14 21:00:00+00:00,6,7,0,14,7,0,0,7,-1,2025-09-14,21:00
2025-09-14 21:15:00+00:00,4,3,3,14,3,3,1,7,1,2025-09-14,21:15
2025-09-14 21:30:00+00:00,4,5,0,9,5,0,0,5,-1,2025-09-14,21:30
2025-09-14 21:45:00+00:00,9,10,0,11,10,0,0,10,-1,2025-09-14,21:45
2025-09-14 22:00:00+00:00,5,6,0,8,6,0,0,6,-1,2025-09-14,22:00
2025-09-14 22:15:00+00:00,1,3,0,4,3,0,0,3,-2,2025-09-14,22:15
2025-09-14 22:30:00+00:00,2,4,0,6,4,0,0,4,-2,2025-09-14,22:30
2025-09-14 22:45:00+00:00,0,0,0,1,0,0,0,0,0,2025-09-14,22:45
2025-09-14 23:00:00+00:00,2,2,0,5,2,0,0,2,0,2025-09-14,23:00
2025-09-14 23:15:00+00:00,2,7,0,5,7,0,0,7,-5,2025-09-14,23:15
2025-09-14 23:30:00+00:00,6,5,0,6,5,0,1,6,1,2025-09-14,23:30
