scenario,lsa,detector_id_sumo,detector_id_real,begin_s,end_s,nVehEntered,nVehContrib,flow,occupancy,speed,harmonicMeanSpeed,analysis_begin_s,analysis_end_s,bin_no,bin_label,approach,movement,signal_group
weekend_evening,LSA10,LSA10_W_id1,1,3600.0,4500.0,77.0,77.0,308.0,9.64,9.8,4.21,2700.0,3600.0,4,45-60,west,straight_right,K1
weekend_evening,LSA16,LSA16_E_id10,10,3600.0,4500.0,55.0,55.0,220.0,9.21,9.55,4.46,2700.0,3600.0,4,45-60,east,straight_right,K4
weekend_evening,LSA16,LSA16_E_id11,11,3600.0,4500.0,37.0,37.0,148.0,10.23,8.26,1.82,2700.0,3600.0,4,45-60,east,left,K4
weekend_evening,LSA16,LSA16_N_id6,6,3600.0,4500.0,23.0,23.0,92.0,4.33,10.86,4.56,2700.0,3600.0,4,45-60,north,right,K3
weekend_evening,LSA16,LSA16_N_id7,7,3600.0,4500.0,27.0,27.0,108.0,1.2,12.51,12.2,2700.0,3600.0,4,45-60,north,straight,K3
weekend_evening,LSA16,LSA16_S_id1,1,3600.0,4500.0,30.0,30.0,120.0,10.74,9.65,1.9,2700.0,3600.0,4,45-60,south,right,K1
weekend_evening,LSA16,LSA16_S_id2,2,3600.0,4500.0,26.0,26.0,104.0,1.04,12.89,12.79,2700.0,3600.0,4,45-60,south,straight,K1
weekend_evening,LSA16,LSA16_S_id33,33,3600.0,4500.0,14.0,14.0,56.0,0.64,12.66,12.53,2700.0,3600.0,4,45-60,south,straight,K1
weekend_evening,LSA16,LSA16_W_id3,3,3600.0,4500.0,52.0,52.0,208.0,53.2,7.36,0.52,2700.0,3600.0,4,45-60,west,straight,K2
weekend_evening,LSA16,LSA16_W_id4,4,3600.0,4500.0,12.0,12.0,48.0,24.94,5.69,0.26,2700.0,3600.0,4,45-60,west,left,K2
weekend_evening,LSA1,LSA1_E_id13,13,3600.0,4500.0,39.0,40.0,160.0,29.16,7.3,0.74,2700.0,3600.0,4,45-60,east,straight_right,K4
weekend_evening,LSA1,LSA1_E_id23,23,3600.0,4500.0,66.0,67.0,268.0,28.05,9.28,1.19,2700.0,3600.0,4,45-60,east,straight,K4
weekend_evening,LSA1,LSA1_E_id26,26,3600.0,4500.0,30.0,30.0,120.0,23.67,7.05,0.81,2700.0,3600.0,4,45-60,east,left,K5
weekend_evening,LSA1,LSA1_E_id27,27,3600.0,4500.0,46.0,46.0,184.0,10.63,8.95,2.55,2700.0,3600.0,4,45-60,east,right,K6
weekend_evening,LSA1,LSA1_N_id28,28,3600.0,4500.0,6.0,6.0,24.0,10.62,6.93,0.28,2700.0,3600.0,4,45-60,north,straight,K7
weekend_evening,LSA1,LSA1_N_id30,30,3600.0,4500.0,44.0,44.0,176.0,53.03,6.54,0.44,2700.0,3600.0,4,45-60,north,left,K7
weekend_evening,LSA1,LSA1_N_id40,40,3600.0,4500.0,38.0,38.0,152.0,32.5,6.42,0.59,2700.0,3600.0,4,45-60,north,right,K8
weekend_evening,LSA1,LSA1_S_id11,11,3600.0,4500.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2700.0,3600.0,4,45-60,south,straight_faulty,K3
weekend_evening,LSA1,LSA1_W_id7,7,3600.0,4500.0,31.0,32.0,128.0,56.94,5.29,0.34,2700.0,3600.0,4,45-60,west,left,K1
weekend_evening,LSA1,LSA1_W_id9,9,3600.0,4500.0,98.0,98.0,392.0,43.48,8.55,1.17,2700.0,3600.0,4,45-60,west,straight_right,K2
weekend_evening,LSA9,LSA9_E_id8,8,3600.0,4500.0,94.0,90.0,360.0,11.33,9.51,4.36,2700.0,3600.0,4,45-60,east,straight_right,K3
weekend_evening,LSA9,LSA9_E_id9,9,3600.0,4500.0,49.0,49.0,196.0,6.84,10.35,4.38,2700.0,3600.0,4,45-60,east,straight,K3
weekend_evening,LSA9,LSA9_S_id10,10,3600.0,4500.0,4.0,4.0,16.0,15.36,2.21,0.13,2700.0,3600.0,4,45-60,south,multi_movement,K4
weekend_evening,LSA9,LSA9_WE_id4,4,3600.0,4500.0,8.0,9.0,36.0,24.5,2.18,0.18,2700.0,3600.0,4,45-60,north_west,straight_right,K2
weekend_evening,LSA9,LSA9_WE_id5,5,3600.0,4500.0,12.0,10.0,40.0,23.96,3.05,0.26,2700.0,3600.0,4,45-60,north_west,movement,K2
weekend_evening,LSA9,LSA9_W_id1,1,3600.0,4500.0,65.0,65.0,260.0,13.85,9.46,2.52,2700.0,3600.0,4,45-60,west,straight_right,K1
weekend_evening,LSA9,LSA9_W_id2,2,3600.0,4500.0,65.0,65.0,260.0,41.11,6.41,0.94,2700.0,3600.0,4,45-60,west,straight_left,K1
